8373316,2022-11-24T07:31:36,1669275096,722590296
8373316,2022-11-24T10:24:33,1669285473,722600673
8373316,2022-11-24T10:55:08,1669287308,722602508
8373316,2022-11-24T12:58:10,1669294690,722609890
8373316,2022-11-24T13:13:21,1669295601,722610801
8373316,2022-11-24T13:21:05,1669296065,722611265
8373316,2022-11-24T13:21:15,1669296075,722611275
8373316,2022-11-24T17:52:34,1669312354,722627554
8373316,2022-11-24T21:09:04,1669324144,722639344
8373316,2022-11-25T00:23:34,1669335814,722651014
8373316,2022-11-25T03:42:15,1669347735,722662935
8373316,2022-11-25T07:03:35,1669359815,722675015
8373316,2022-11-25T10:32:17,1669372337,722687537
8373316,2022-11-25T13:58:39,1669384719,722699919
8373316,2022-11-25T17:21:00,1669396860,722712060
8373316,2022-11-25T21:02:26,1669410146,722725346
8373316,2022-11-26T00:25:58,1669422358,722737558
8373316,2022-11-26T04:01:31,1669435291,722750491
8373316,2022-11-26T07:25:09,1669447509,722762709
8373316,2022-11-26T10:47:59,1669459679,722774879
8373316,2022-11-26T14:13:54,1669472034,722787234
8373316,2022-11-26T17:49:46,1669484986,722800186
8373316,2022-11-26T21:10:20,1669497020,722812220
8373316,2022-11-27T00:36:01,1669509361,722824561
8373316,2022-11-27T04:05:05,1669521905,722837105
8373316,2022-11-27T07:33:06,1669534386,722849586
8373316,2022-11-27T11:03:52,1669547032,722862232
8373316,2022-11-27T14:30:33,1669559433,722874633
8373316,2022-11-27T17:58:02,1669571882,722887082
8373316,2022-11-27T21:19:58,1669583998,722899198
8373316,2022-11-28T00:48:30,1669596510,722911710
8373316,2022-11-28T04:16:06,1669608966,722924166
8373316,2022-11-28T07:47:21,1669621641,722936841
8373316,2022-11-28T11:11:00,1669633860,722949060
