1683136,2022-11-28T14:12:55,1669644775,722959975
1683136,2022-11-28T14:53:02,1669647182,722962382
1683136,2022-11-28T16:59:50,1669654790,722969990
1683136,2022-11-28T18:39:52,1669660792,722975992
1683136,2022-11-28T20:20:26,1669666826,722982026
1683136,2022-11-28T22:04:11,1669673051,722988251
1683136,2022-11-28T23:40:52,1669678852,722994052
1683136,2022-11-29T01:23:09,1669684989,723000189
1683136,2022-11-29T03:00:56,1669690856,723006056
1683136,2022-11-29T04:41:16,1669696876,723012076
1683136,2022-11-29T06:22:54,1669702974,723018174
1683136,2022-11-29T08:07:30,1669709250,723024450
1683136,2022-11-29T09:51:06,1669715466,723030666
1683136,2022-11-29T11:35:57,1669721757,723036957
1683136,2022-11-29T13:15:51,1669727751,723042951
1683136,2022-11-29T14:48:38,1669733318,723048518
1683136,2022-11-29T16:32:29,1669739549,723054749
